order_id,order_date,region,product_category,units_sold,revenue,cost
2772,2023-12-24,West,Books,11,31.75,22.03
2295,2023-12-25,East,Home & Garden,9,157.57,117.39
2310,2023-12-25,East,Home & Garden,6,203.19,138.8
2806,2023-12-25,West,Home & Garden,5,129.8,83.72
1744,2023-12-26,South,Sports,4,92.14,58.36
2267,2023-12-26,East,Home & Garden,5,55.14,39.13
2273,2023-12-26,East,Home & Garden,9,318.11,230.14
2816,2023-12-26,West,Sports,12,263.69,160.26
1759,2023-12-27,South,Books,5,50.98,29.54
1249,2023-12-28,North,Sports,10,546.74,322.55
1233,2023-12-29,North,Sports,3,53.7,32.41
1206,2023-12-30,North,Home & Garden,12,186.84,108.49
1217,2023-12-30,North,Electronics,4,329.51,214.44
1778,2023-12-30,South,Books,8,57.52,35.55
1789,2023-12-30,South,Sports,5,117.76,81.06
2313,2023-12-31,East,Electronics,6,441.2,313.71
2803,2023-12-31,West,Apparel,1,27.14,16.38
2805,2023-12-31,West,Sports,8,341.39,205.11
2870,2024-01-01,West,Books,9,88.75,55.78
1281,2024-01-02,North,Home & Garden,2,19.13,10.91
1283,2024-01-02,North,Books,11,102.5,65.44
1828,2024-01-02,South,Sports,11,285.76,184.28
1856,2024-01-02,South,Apparel,1,22.5,12.64
2329,2024-01-03,East,Books,8,29.57,16.65
2853,2024-01-03,West,Apparel,6,112.06,75.84
1301,2024-01-04,North,Apparel,9,176.76,127.23
1801,2024-01-04,South,Books,11,123.55,88.26
1806,2024-01-04,South,Sports,9,328.32,193.29
2323,2024-01-04,East,Sports,4,61.09,33.75
2338,2024-01-04,East,Books,10,66.61,49.63
2346,2024-01-04,East,Sports,2,56.48,38.79
2361,2024-01-04,East,Sports,2,25.5,14.59
2372,2024-01-04,East,Apparel,7,56.09,37.3
1297,2024-01-05,North,Books,12,83.47,47.21
1803,2024-01-05,South,Sports,6,42.77,28.75
2863,2024-01-05,West,Electronics,7,811.3,594.52
2901,2024-01-05,West,Apparel,2,45.53,31.59
1812,2024-01-06,South,Sports,4,109.17,76.82
2893,2024-01-06,West,Sports,4,131.16,80.09
1819,2024-01-07,South,Home & Garden,3,106.11,72.44
2348,2024-01-07,East,Books,1,5.0,3.62
2885,2024-01-07,West,Home & Garden,12,149.86,86.24
1317,2024-01-08,North,Apparel,10,162.45,108.6
2347,2024-01-08,East,Books,1,6.53,4.0
2847,2024-01-08,West,Sports,5,140.47,97.42
1276,2024-01-09,North,Books,7,55.27,36.79
1820,2024-01-09,South,Apparel,9,174.33,120.72
2333,2024-01-09,East,Books,7,56.22,32.96
2362,2024-01-09,East,Sports,9,415.76,237.3
1304,2024-01-10,North,Books,10,95.57,60.07
2841,2024-01-10,West,Sports,10,231.28,131.21
2845,2024-01-10,West,Electronics,5,299.84,169.03
1845,2024-01-11,South,Books,11,91.42,50.61
2358,2024-01-11,East,Electronics,4,253.52,164.97
2855,2024-01-11,West,Apparel,3,30.59,17.79
2899,2024-01-11,West,Books,10,42.51,31.59
1311,2024-01-12,North,Home & Garden,2,19.49,10.83
1326,2024-01-12,North,Home & Garden,8,225.9,126.42
2317,2024-01-12,East,Home & Garden,6,187.17,129.97
2357,2024-01-12,East,Books,8,21.94,13.77
2844,2024-01-12,West,Books,12,108.68,79.37
1309,2024-01-13,North,Sports,2,72.5,51.82
1846,2024-01-13,South,Apparel,5,86.87,55.43
1850,2024-01-13,South,Apparel,12,132.67,78.46
2339,2024-01-13,East,Apparel,10,78.0,55.6
2869,2024-01-13,West,Electronics,1,101.45,63.02
1258,2024-01-14,North,Apparel,12,74.54,47.04
2886,2024-01-14,West,Apparel,6,31.49,17.62
2909,2024-01-15,West,Home & Garden,6,240.01,153.99
2908,2024-01-16,West,Home & Garden,1,35.69,26.35
1796,2024-01-17,South,Electronics,3,117.23,80.37
1808,2024-01-17,South,Home & Garden,10,337.49,195.57
2327,2024-01-17,East,Electronics,9,725.25,500.73
1293,2024-01-18,North,Electronics,3,165.74,116.01
1322,2024-01-18,North,Apparel,12,244.92,168.68
1823,2024-01-18,South,Electronics,5,286.88,184.61
1321,2024-01-19,North,Electronics,9,677.33,413.41
1278,2024-01-21,North,Sports,8,289.46,168.41
2316,2024-01-21,East,Apparel,9,152.0,109.28
2890,2024-01-21,West,Books,12,66.45,43.74
1834,2024-01-22,South,Electronics,11,649.81,482.55
2873,2024-01-22,West,Sports,1,42.83,29.5
2876,2024-01-22,West,Electronics,11,1218.15,797.22
1815,2024-01-23,South,Home & Garden,9,112.05,64.7
1847,2024-01-23,South,Apparel,12,227.36,154.2
2862,2024-01-23,West,Books,6,29.86,18.74
1259,2024-01-24,North,Apparel,11,115.69,63.73
2354,2024-01-25,East,Sports,5,209.75,124.72
2359,2024-01-25,East,Apparel,12,214.59,133.05
1822,2024-01-26,South,Sports,4,124.84,82.41
1826,2024-01-26,South,Home & Garden,5,165.18,123.83
1838,2024-01-26,South,Electronics,3,180.0,116.67
2360,2024-01-26,East,Electronics,7,369.39,256.44
2373,2024-01-26,East,Apparel,7,66.55,46.76
1260,2024-01-28,North,Apparel,5,82.45,50.72
1284,2024-01-28,North,Electronics,2,65.28,39.14
1289,2024-01-28,North,Electronics,1,90.15,56.84
1842,2024-01-28,South,Sports,7,67.41,41.47
2331,2024-01-28,East,Sports,5,191.31,110.74
2880,2024-01-28,West,Electronics,9,973.35,634.44
2882,2024-01-28,West,Books,5,39.92,23.97
1793,2024-01-29,South,Electronics,5,429.47,255.2
2366,2024-01-29,East,Apparel,5,37.12,20.57
2866,2024-01-29,West,Electronics,1,53.45,31.12
2871,2024-01-29,West,Apparel,10,108.71,76.19
2895,2024-01-29,West,Books,7,33.16,20.79
1280,2024-01-30,North,Sports,11,90.56,57.87
1296,2024-01-30,North,Books,1,5.0,3.68
1303,2024-01-30,North,Books,7,16.57,11.83
2363,2024-01-30,East,Electronics,7,168.56,93.89
2859,2024-01-30,West,Electronics,1,27.42,15.15
1263,2024-01-31,North,Home & Garden,2,40.12,23.56
1849,2024-01-31,South,Apparel,2,7.84,5.82
2326,2024-01-31,East,Home & Garden,9,85.82,56.44
2365,2024-01-31,East,Sports,10,288.46,209.39
2907,2024-01-31,West,Electronics,8,774.4,454.05
1269,2024-02-01,North,Home & Garden,1,32.86,19.63
1273,2024-02-01,North,Apparel,12,100.74,68.06
1292,2024-02-01,North,Electronics,7,178.01,98.36
2324,2024-02-01,East,Electronics,10,585.13,382.51
2848,2024-02-02,West,Home & Garden,9,450.7,319.8
2868,2024-02-02,West,Apparel,10,96.13,58.79
2887,2024-02-02,West,Sports,4,205.11,130.86
2321,2024-02-03,East,Apparel,12,146.94,106.57
2336,2024-02-03,East,Sports,4,90.0,49.87
1294,2024-02-04,North,Electronics,1,46.75,30.35
2865,2024-02-04,West,Apparel,12,121.51,90.81
2903,2024-02-04,West,Home & Garden,4,80.51,59.27
1279,2024-02-05,North,Electronics,11,536.33,372.86
1795,2024-02-05,South,Books,9,72.28,40.7
1799,2024-02-05,South,Sports,9,70.77,49.36
2330,2024-02-05,East,Books,5,47.61,35.58
2883,2024-02-05,West,Home & Garden,8,301.53,169.82
2891,2024-02-05,West,Electronics,10,550.55,356.41
1299,2024-02-06,North,Home & Garden,6,105.13,62.92
1835,2024-02-06,South,Apparel,4,54.39,39.81
2861,2024-02-06,West,Electronics,2,147.15,99.04
2894,2024-02-06,West,Home & Garden,5,119.66,70.33
2900,2024-02-06,West,Sports,3,64.83,47.97
1256,2024-02-07,North,Sports,2,33.41,21.6
2322,2024-02-07,East,Books,10,39.16,29.31
2351,2024-02-07,East,Electronics,4,294.4,215.95
2846,2024-02-07,West,Apparel,12,140.87,89.33
1286,2024-02-08,North,Apparel,9,68.66,41.05
2367,2024-02-08,East,Apparel,1,20.72,12.86
1302,2024-02-09,North,Electronics,4,255.34,145.19
1809,2024-02-09,South,Books,6,18.43,13.16
1837,2024-02-09,South,Sports,12,255.96,164.27
1282,2024-02-10,North,Home & Garden,5,126.62,83.08
2350,2024-02-10,East,Electronics,12,437.23,300.76
1305,2024-02-11,North,Home & Garden,8,79.98,46.62
1798,2024-02-11,South,Sports,7,175.31,104.29
1813,2024-02-12,South,Sports,4,23.38,13.52
1858,2024-02-12,South,Apparel,5,106.89,74.83
2881,2024-02-12,West,Home & Garden,1,9.84,5.76
1315,2024-02-14,North,Books,9,21.15,12.82
2341,2024-02-14,East,Apparel,10,255.79,188.66
2867,2024-02-14,West,Electronics,2,135.73,87.12
1262,2024-02-15,North,Sports,10,468.89,287.26
2315,2024-02-15,East,Home & Garden,6,147.78,89.06
2375,2024-02-15,East,Apparel,12,104.89,75.06
2884,2024-02-16,West,Books,10,85.36,57.77
1298,2024-02-17,North,Electronics,9,620.63,450.2
1300,2024-02-17,North,Books,8,57.66,42.47
1310,2024-02-17,North,Electronics,10,671.77,478.21
1857,2024-02-17,South,Sports,5,95.13,60.76
2902,2024-02-17,West,Sports,12,390.22,270.2
1274,2024-02-18,North,Sports,2,61.38,38.29
1833,2024-02-18,South,Apparel,7,84.68,51.73
1287,2024-02-19,North,Electronics,4,260.83,150.34
1291,2024-02-20,North,Books,11,66.13,39.53
1836,2024-02-20,South,Apparel,2,22.33,16.17
1841,2024-02-20,South,Electronics,4,333.87,232.14
2850,2024-02-20,West,Home & Garden,8,148.67,106.29
1844,2024-02-21,South,Apparel,7,61.79,39.69
2325,2024-02-21,East,Books,7,30.44,22.22
2352,2024-02-21,East,Electronics,3,105.7,76.39
2368,2024-02-21,East,Sports,7,209.21,120.64
2854,2024-02-21,West,Books,6,73.52,55.11
2906,2024-02-21,West,Books,3,28.98,20.89
1824,2024-02-22,South,Home & Garden,8,87.68,49.67
2856,2024-02-23,West,Electronics,2,106.05,75.25
1804,2024-02-25,South,Electronics,2,168.58,100.58
2896,2024-02-25,West,Electronics,2,116.97,72.37
1327,2024-02-26,North,Sports,3,84.83,61.32
1814,2024-02-26,South,Apparel,11,189.75,137.96
2319,2024-02-26,East,Home & Garden,3,30.2,20.0
2340,2024-02-26,East,Electronics,10,240.02,146.0
2858,2024-02-26,West,Apparel,3,49.44,27.47
2875,2024-02-26,West,Electronics,2,186.01,128.36
1843,2024-02-27,South,Apparel,5,23.94,14.81
1261,2024-02-28,North,Electronics,5,342.92,196.44
1852,2024-02-28,South,Apparel,2,18.44,12.97
2874,2024-02-28,West,Home & Garden,6,150.68,82.91
2888,2024-02-28,West,Home & Garden,7,164.34,95.71
1306,2024-02-29,North,Home & Garden,7,223.69,127.07
1839,2024-02-29,South,Books,1,8.54,5.21
1257,2024-03-01,North,Electronics,8,512.81,317.23
1316,2024-03-01,North,Books,6,38.95,27.78
2376,2024-03-01,East,Home & Garden,12,369.15,211.78
1266,2024-03-03,North,Sports,12,69.16,41.84
1275,2024-03-03,North,Home & Garden,10,290.88,180.82
2343,2024-03-03,East,Apparel,7,39.17,27.46
2877,2024-03-03,West,Electronics,11,668.31,411.99
1319,2024-03-04,North,Books,5,10.32,6.36
1794,2024-03-04,South,Home & Garden,1,32.39,20.38
1831,2024-03-04,South,Home & Garden,6,175.45,117.09
1853,2024-03-04,South,Electronics,12,820.94,612.65
2898,2024-03-04,West,Books,11,49.63,35.44
1825,2024-03-05,South,Books,9,21.05,12.42
2842,2024-03-05,West,Books,5,19.46,12.53
2892,2024-03-05,West,Electronics,6,371.71,275.37
1295,2024-03-06,North,Home & Garden,1,16.67,11.58
1308,2024-03-06,North,Electronics,11,472.51,311.87
2349,2024-03-06,East,Books,3,16.93,10.06
1802,2024-03-07,South,Apparel,2,28.42,15.98
1829,2024-03-07,South,Books,9,38.81,27.32
1314,2024-03-08,North,Apparel,11,146.68,103.6
1821,2024-03-08,South,Sports,12,446.46,264.05
2369,2024-03-08,East,Apparel,4,33.44,24.41
2374,2024-03-08,East,Electronics,11,319.32,181.37
1267,2024-03-09,North,Home & Garden,3,88.8,53.6
1271,2024-03-09,North,Home & Garden,10,297.08,221.95
2905,2024-03-09,West,Electronics,10,621.6,364.92
1268,2024-03-10,North,Home & Garden,9,216.34,154.9
1827,2024-03-10,South,Home & Garden,1,18.84,13.22
1851,2024-03-10,South,Sports,7,89.5,56.19
2332,2024-03-10,East,Books,6,47.91,27.03
2364,2024-03-10,East,Electronics,1,81.94,52.44
2328,2024-03-11,East,Apparel,8,148.86,111.52
2370,2024-03-11,East,Sports,6,61.42,44.01
2864,2024-03-11,West,Electronics,2,143.44,92.63
2878,2024-03-11,West,Electronics,12,1042.01,592.74
1810,2024-03-12,South,Electronics,7,318.46,205.45
2320,2024-03-12,East,Books,3,24.94,15.74
2879,2024-03-12,West,Books,1,7.68,5.3
1277,2024-03-13,North,Sports,6,163.74,120.49
1288,2024-03-13,North,Sports,6,292.85,161.88
1832,2024-03-13,South,Electronics,3,105.63,76.41
2872,2024-03-13,West,Books,9,76.15,48.33
1255,2024-03-14,North,Apparel,8,109.98,71.11
1807,2024-03-14,South,Apparel,11,107.82,60.25
1270,2024-03-16,North,Home & Garden,12,315.41,209.44
2344,2024-03-16,East,Electronics,9,272.08,190.83
2843,2024-03-16,West,Books,10,51.19,29.34
1792,2024-03-17,South,Home & Garden,7,231.19,147.71
1805,2024-03-17,South,Books,1,5.0,3.43
1818,2024-03-17,South,Sports,11,170.57,104.99
2851,2024-03-17,West,Electronics,9,982.82,545.97
2852,2024-03-17,West,Electronics,4,119.91,89.6
2889,2024-03-17,West,Electronics,7,706.86,394.55
2904,2024-03-17,West,Books,7,21.42,13.37
2337,2024-03-18,East,Electronics,9,208.68,130.83
1320,2024-03-19,North,Apparel,3,18.27,12.62
1323,2024-03-19,North,Home & Garden,4,60.14,33.1
1840,2024-03-19,South,Apparel,7,137.99,91.59
1265,2024-03-20,North,Electronics,6,580.54,366.8
1817,2024-03-20,South,Sports,12,497.8,311.05
2371,2024-03-20,East,Sports,1,37.41,27.63
2377,2024-03-20,East,Sports,3,53.94,30.89
2353,2024-03-21,East,Home & Garden,4,167.66,104.86
2849,2024-03-21,West,Home & Garden,7,151.73,104.84
1264,2024-03-22,North,Books,12,45.1,32.4
1290,2024-03-22,North,Books,9,34.3,22.54
1325,2024-03-22,North,Books,2,17.08,12.42
2318,2024-03-22,East,Sports,6,92.73,57.25
2355,2024-03-22,East,Electronics,2,77.24,57.24
1285,2024-03-23,North,Electronics,4,273.18,186.22
1313,2024-03-23,North,Home & Garden,8,48.9,35.55
2345,2024-03-23,East,Apparel,5,65.58,37.15
1328,2024-03-24,North,Apparel,3,47.67,29.48
1816,2024-03-24,South,Electronics,6,680.84,507.51
2334,2024-03-24,East,Sports,12,393.63,248.58
2897,2024-03-24,West,Books,12,99.73,55.64
1848,2024-03-25,South,Electronics,7,506.37,303.79
2342,2024-03-25,East,Books,7,27.31,20.27
1855,2024-03-26,South,Sports,2,43.14,28.8
1254,2024-03-27,North,Sports,6,96.62,64.36
1272,2024-03-27,North,Electronics,3,248.7,179.86
1307,2024-03-28,North,Home & Garden,12,343.35,213.27
1312,2024-03-28,North,Sports,3,74.84,50.4
2857,2024-03-28,West,Books,5,15.78,8.99
1797,2024-03-29,South,Books,10,85.28,47.79
1800,2024-03-29,South,Sports,2,14.19,9.03
1811,2024-03-29,South,Sports,10,201.41,115.0
2356,2024-03-29,East,Sports,5,59.68,43.38
2860,2024-03-29,West,Books,2,13.27,9.15
1318,2024-03-30,North,Home & Garden,10,312.2,233.4
1324,2024-03-30,North,Books,7,33.45,22.49
1830,2024-03-30,South,Sports,4,44.76,31.22
1854,2024-03-30,South,Sports,11,158.17,117.93
2335,2024-03-30,East,Sports,3,39.7,22.56
1874,2024-04-01,South,Apparel,8,50.16,29.3
1878,2024-04-01,South,Books,1,12.36,9.1
1340,2024-04-02,North,Books,10,79.35,58.55
1900,2024-04-02,South,Home & Garden,12,485.81,333.21
1906,2024-04-03,South,Sports,9,83.08,59.3
2401,2024-04-03,East,Sports,8,244.58,161.39
2433,2024-04-03,East,Books,8,41.07,26.14
2947,2024-04-03,West,Sports,4,47.05,31.19
1887,2024-04-04,South,Apparel,6,140.94,80.99
2918,2024-04-04,West,Books,5,27.89,19.84
1337,2024-04-05,North,Books,10,35.05,20.49
1356,2024-04-05,North,Books,12,102.85,66.35
1885,2024-04-05,South,Apparel,8,78.44,50.14
2420,2024-04-06,East,Apparel,4,106.97,67.3
2383,2024-04-07,East,Apparel,12,186.91,119.92
2963,2024-04-07,West,Apparel,5,48.43,29.05
1347,2024-04-08,North,Apparel,1,23.07,15.62
1362,2024-04-08,North,Electronics,8,397.2,225.45
2392,2024-04-08,East,Sports,3,61.38,36.08
1346,2024-04-09,North,Home & Garden,12,390.96,280.16
1877,2024-04-11,South,Sports,2,54.05,30.39
2384,2024-04-11,East,Home & Garden,9,353.08,208.29
2387,2024-04-11,East,Home & Garden,9,88.59,49.88
2390,2024-04-11,East,Apparel,2,13.83,8.68
1376,2024-04-12,North,Home & Garden,6,264.26,187.62
1871,2024-04-12,South,Sports,7,335.22,212.99
1873,2024-04-12,South,Electronics,11,901.0,621.51
1916,2024-04-12,South,Home & Garden,6,245.96,146.21
1375,2024-04-13,North,Electronics,1,100.39,72.85
1341,2024-04-14,North,Books,2,9.46,6.29
1371,2024-04-14,North,Sports,4,208.6,121.42
1388,2024-04-14,North,Home & Garden,10,325.85,201.24
1917,2024-04-14,South,Electronics,3,206.08,136.93
2403,2024-04-14,East,Electronics,6,498.61,323.15
2417,2024-04-14,East,Books,3,16.32,11.43
2429,2024-04-14,East,Electronics,1,79.65,52.86
1886,2024-04-15,South,Sports,11,533.49,399.41
2425,2024-04-15,East,Electronics,7,753.41,539.88
2957,2024-04-15,West,Sports,1,33.76,21.36
2960,2024-04-15,West,Apparel,12,178.58,110.03
1348,2024-04-16,North,Electronics,4,208.96,121.76
1908,2024-04-16,South,Electronics,3,200.8,115.45
2393,2024-04-16,East,Electronics,4,170.69,114.42
2911,2024-04-16,West,Electronics,6,660.35,470.91
1881,2024-04-18,South,Electronics,10,340.58,234.06
1888,2024-04-18,South,Books,11,130.09,87.18
2945,2024-04-18,West,Sports,9,511.22,326.96
1870,2024-04-19,South,Home & Garden,10,169.39,93.58
1920,2024-04-19,South,Sports,10,523.3,351.52
2408,2024-04-19,East,Books,6,64.04,40.98
2413,2024-04-19,East,Sports,11,246.65,145.41
1902,2024-04-20,South,Sports,4,174.25,108.92
2916,2024-04-20,West,Sports,9,409.02,227.03
2917,2024-04-20,West,Sports,11,371.92,213.48
1329,2024-04-21,North,Electronics,9,1000.56,636.62
1382,2024-04-21,North,Books,8,39.38,22.06
2395,2024-04-21,East,Electronics,1,25.97,18.25
2419,2024-04-21,East,Electronics,5,240.2,155.11
2430,2024-04-21,East,Electronics,1,54.84,37.33
1338,2024-04-22,North,Apparel,4,53.32,38.22
1862,2024-04-22,South,Apparel,4,63.74,46.05
1901,2024-04-22,South,Electronics,2,106.8,68.01
1876,2024-04-24,South,Apparel,5,121.14,68.56
1345,2024-04-25,North,Sports,4,107.58,76.2
1360,2024-04-25,North,Books,2,17.3,10.21
1866,2024-04-25,South,Electronics,1,99.76,69.68
1868,2024-04-25,South,Sports,5,205.33,115.3
1898,2024-04-25,South,Books,7,22.3,13.62
2398,2024-04-25,East,Apparel,10,216.0,159.63
2409,2024-04-25,East,Home & Garden,12,93.48,66.84
2411,2024-04-25,East,Books,10,93.14,65.96
2915,2024-04-25,West,Apparel,8,114.72,71.29
2925,2024-04-26,West,Sports,1,16.58,12.37
1350,2024-04-27,North,Home & Garden,11,412.18,280.07
1861,2024-04-27,South,Apparel,2,31.81,20.47
2949,2024-04-27,West,Electronics,12,924.93,594.3
1895,2024-04-28,South,Sports,5,105.74,73.65
1912,2024-04-28,South,Books,6,29.67,17.29
2928,2024-04-28,West,Apparel,3,90.83,68.07
1367,2024-04-29,North,Apparel,4,56.04,40.65
1383,2024-04-29,North,Books,11,69.73,45.3
1896,2024-04-29,South,Electronics,3,276.23,153.12
2923,2024-04-29,West,Home & Garden,4,46.69,34.15
2926,2024-04-29,West,Books,11,109.44,73.99
1890,2024-04-30,South,Apparel,5,33.53,19.22
2402,2024-04-30,East,Apparel,8,130.74,81.15
2407,2024-04-30,East,Books,10,25.68,14.61
1343,2024-05-01,North,Electronics,12,721.47,518.43
2932,2024-05-01,West,Electronics,8,921.45,534.16
1381,2024-05-02,North,Sports,6,287.51,158.8
2931,2024-05-02,West,Sports,4,105.69,60.34
2953,2024-05-02,West,Books,4,26.93,16.26
1368,2024-05-03,North,Books,10,25.06,15.87
1339,2024-05-04,North,Home & Garden,12,216.61,138.98
1349,2024-05-04,North,Electronics,5,111.73,66.48
1374,2024-05-04,North,Sports,1,18.74,13.08
2424,2024-05-04,East,Sports,2,124.65,73.66
2936,2024-05-05,West,Electronics,10,1377.99,908.68
1354,2024-05-06,North,Home & Garden,11,199.09,141.57
1918,2024-05-07,South,Books,5,28.26,19.73
2967,2024-05-07,West,Electronics,8,464.32,329.1
1910,2024-05-08,South,Books,8,95.38,62.2
2952,2024-05-08,West,Apparel,5,145.08,97.3
1909,2024-05-09,South,Home & Garden,9,311.92,227.99
2431,2024-05-09,East,Electronics,2,95.6,70.16
2404,2024-05-10,East,Apparel,6,110.38,76.71
2964,2024-05-10,West,Sports,5,44.27,29.48
1384,2024-05-11,North,Electronics,8,768.17,544.14
1892,2024-05-11,South,Home & Garden,11,288.72,208.01
1893,2024-05-11,South,Apparel,5,79.77,56.66
2406,2024-05-11,East,Sports,5,77.27,52.28
2415,2024-05-11,East,Sports,9,149.92,101.75
1364,2024-05-12,North,Books,4,37.39,21.33
1883,2024-05-12,South,Sports,4,45.33,33.37
2416,2024-05-12,East,Books,10,80.03,46.26
1386,2024-05-13,North,Books,10,31.99,17.61
1859,2024-05-13,South,Home & Garden,4,170.86,101.57
2941,2024-05-14,West,Books,9,136.59,100.82
2958,2024-05-14,West,Sports,10,85.62,61.62
2961,2024-05-14,West,Sports,1,81.1,48.84
1352,2024-05-15,North,Sports,5,154.77,116.06
2929,2024-05-15,West,Books,11,140.29,82.17
2944,2024-05-15,West,Sports,7,375.96,210.53
1387,2024-05-16,North,Home & Garden,9,68.32,47.44
1395,2024-05-16,North,Books,8,81.24,58.94
2930,2024-05-16,West,Sports,1,80.01,58.41
2937,2024-05-16,West,Apparel,1,5.19,2.87
2962,2024-05-17,West,Books,5,22.43,14.81
1353,2024-05-18,North,Books,11,52.88,32.52
1359,2024-05-18,North,Home & Garden,10,252.64,142.55
1875,2024-05-18,South,Apparel,12,163.49,96.49
1891,2024-05-18,South,Apparel,6,111.79,83.39
2380,2024-05-18,East,Electronics,3,119.29,81.57
2921,2024-05-18,West,Books,6,26.33,18.13
1334,2024-05-19,North,Home & Garden,3,57.57,40.32
1369,2024-05-19,North,Electronics,9,388.22,221.36
1860,2024-05-19,South,Books,6,57.93,43.35
1865,2024-05-19,South,Sports,5,47.27,27.46
1880,2024-05-19,South,Books,1,10.08,7.23
2959,2024-05-19,West,Electronics,3,399.79,228.41
1867,2024-05-20,South,Sports,5,37.73,25.02
1869,2024-05-20,South,Sports,12,253.74,173.34
1897,2024-05-21,South,Home & Garden,7,224.59,154.8
2428,2024-05-21,East,Books,3,29.57,16.72
2920,2024-05-21,West,Apparel,12,270.14,155.48
2399,2024-05-22,East,Sports,8,202.35,124.11
1361,2024-05-23,North,Books,8,46.94,28.76
2386,2024-05-23,East,Home & Garden,3,91.91,67.44
2914,2024-05-23,West,Home & Garden,12,348.33,214.15
2954,2024-05-23,West,Home & Garden,1,35.05,21.58
1389,2024-05-24,North,Electronics,11,1195.2,689.54
2382,2024-05-24,East,Apparel,6,52.21,38.17
2955,2024-05-24,West,Apparel,10,277.75,201.78
1332,2024-05-25,North,Electronics,5,491.47,366.35
2412,2024-05-25,East,Electronics,5,212.06,136.35
1915,2024-05-26,South,Sports,1,32.56,20.05
2378,2024-05-27,East,Electronics,1,38.7,27.62
2379,2024-05-27,East,Books,10,86.58,64.72
2922,2024-05-27,West,Apparel,12,418.56,288.07
2396,2024-05-28,East,Electronics,12,1087.37,806.68
2946,2024-05-28,West,Home & Garden,2,96.8,59.64
1913,2024-05-29,South,Electronics,5,399.6,270.38
2434,2024-05-30,East,Sports,3,26.08,15.81
1333,2024-05-31,North,Electronics,5,439.42,274.29
1342,2024-05-31,North,Electronics,3,154.72,95.35
1879,2024-05-31,South,Home & Garden,10,445.03,303.96
1882,2024-05-31,South,Books,7,38.61,27.98
2385,2024-05-31,East,Sports,7,184.85,130.66
2934,2024-05-31,West,Home & Garden,7,337.36,239.48
1379,2024-06-01,North,Sports,2,84.11,55.09
1863,2024-06-01,South,Electronics,6,388.58,277.42
1864,2024-06-01,South,Electronics,7,446.39,261.2
1905,2024-06-01,South,Sports,5,240.71,171.52
2410,2024-06-01,East,Books,3,29.39,20.93
2435,2024-06-01,East,Apparel,5,44.7,30.4
1904,2024-06-02,South,Books,4,40.15,23.54
2422,2024-06-02,East,Electronics,6,495.83,325.88
2940,2024-06-02,West,Sports,4,70.8,39.34
1373,2024-06-03,North,Apparel,2,11.18,8.33
1390,2024-06-03,North,Electronics,9,845.86,619.2
2418,2024-06-03,East,Sports,9,339.79,200.97
1365,2024-06-04,North,Books,5,44.21,27.3
2394,2024-06-04,East,Home & Garden,4,156.58,94.0
2965,2024-06-04,West,Sports,9,728.38,531.31
1393,2024-06-05,North,Home & Garden,12,348.37,241.38
2421,2024-06-05,East,Home & Garden,8,151.18,90.09
2427,2024-06-05,East,Electronics,5,120.46,74.14
2943,2024-06-05,West,Books,11,108.15,59.99
1336,2024-06-06,North,Sports,9,149.41,107.69
1370,2024-06-06,North,Home & Garden,10,311.2,178.26
1919,2024-06-08,South,Books,10,92.35,62.94
1331,2024-06-09,North,Home & Garden,11,71.61,44.55
1372,2024-06-10,North,Sports,4,21.63,14.38
2924,2024-06-10,West,Sports,1,80.94,57.95
1358,2024-06-11,North,Apparel,11,188.98,137.46
1378,2024-06-12,North,Sports,3,154.25,112.35
2397,2024-06-12,East,Home & Garden,12,447.8,274.36
2436,2024-06-12,East,Sports,9,442.7,296.44
2951,2024-06-12,West,Home & Garden,10,269.41,162.28
2966,2024-06-12,West,Home & Garden,7,112.61,72.91
1380,2024-06-13,North,Books,4,29.36,20.03
2388,2024-06-13,East,Apparel,2,9.67,5.62
2956,2024-06-14,West,Home & Garden,2,14.38,9.9
1351,2024-06-16,North,Electronics,4,172.58,107.91
1355,2024-06-16,North,Sports,11,371.29,234.25
1392,2024-06-17,North,Apparel,5,57.63,41.91
2414,2024-06-17,East,Sports,5,63.79,39.79
1363,2024-06-18,North,Sports,11,67.32,49.82
2948,2024-06-18,West,Apparel,8,75.71,45.01
1385,2024-06-19,North,Home & Garden,9,214.65,154.3
2938,2024-06-19,West,Sports,2,23.56,16.33
2939,2024-06-19,West,Sports,8,343.16,200.06
2389,2024-06-20,East,Sports,11,124.67,87.17
2391,2024-06-20,East,Books,4,15.52,10.63
2400,2024-06-20,East,Apparel,7,112.11,66.53
2423,2024-06-20,East,Books,5,44.21,26.05
2935,2024-06-20,West,Electronics,6,261.34,160.98
2381,2024-06-21,East,Home & Garden,5,39.08,28.46
1889,2024-06-22,South,Home & Garden,7,264.01,168.28
1914,2024-06-22,South,Apparel,12,200.22,149.86
1330,2024-06-23,North,Apparel,10,77.91,54.1
1377,2024-06-23,North,Apparel,2,42.87,27.72
1899,2024-06-23,South,Apparel,10,209.1,145.76
1907,2024-06-23,South,Electronics,4,458.02,325.24
1884,2024-06-24,South,Electronics,12,766.32,531.32
2912,2024-06-24,West,Home & Garden,12,701.33,476.97
2933,2024-06-24,West,Electronics,4,489.17,324.9
1335,2024-06-25,North,Electronics,2,140.13,87.92
1357,2024-06-25,North,Home & Garden,9,258.47,180.46
2426,2024-06-26,East,Apparel,10,139.31,83.65
